记录ID,用户ID,购买商品数量,商品ID,购买总金额(元),购买时间,是否退款
20205,54,2,"1554,1150",5834.13,2024-01-16 12:54:00,否
20206,57,1,1970,142.53,2024-10-26 23:12:00,否
20207,100,1,1394,2930.89,2024-04-11 12:56:00,否
20208,71,2,"1550,1934",1297.86,2024-05-08 18:20:00,否
20209,12,1,1242,116.34,2024-10-12 17:13:00,否
20210,44,5,"1864,1929,1652,1075,1033",5371.74,2024-12-20 21:59:00,否
20211,12,5,"1590,1683,1346,1566,1735",9655.26,2024-02-05 20:22:00,否
20212,45,1,1192,4007.23,2024-02-21 18:20:00,否
20213,67,2,"1830,1159",1922.45,2024-02-04 03:20:00,否
20214,44,4,"1686,1742,1982,1658",1140.61,2024-04-11 06:29:00,否
20215,95,3,"1810,1226,1538",5376.08,2024-01-01 03:20:00,否
20216,98,3,"1626,1731,1793",7387.78,2024-07-22 10:54:00,否
20217,33,1,1953,178.19,2024-06-04 01:01:00,否
20218,74,3,"1038,1232,1571",6879.5,2024-03-20 23:35:00,否
20219,86,1,1890,1098.73,2024-06-09 15:57:00,否
20220,18,1,1064,405.19,2024-03-05 02:13:00,是
20221,26,1,1789,240.15,2024-12-17 20:00:00,否
20222,10,3,"1361,1121,1654",4239.97,2024-05-14 13:29:00,否
20223,55,4,"1240,1776,1035,1595",3815.16,2024-10-27 19:00:00,否
20224,76,1,1486,593.57,2024-08-23 00:45:00,否
20225,70,1,1539,1275.65,2024-10-29 00:45:00,否
20226,93,4,"1499,1267,1981,1755",3081.1,2024-09-05 20:24:00,是
20227,42,2,"1178,1417",1046.58,2024-06-16 21:55:00,否
20228,77,2,"1247,1268",1177.53,2024-12-05 01:32:00,否
20229,100,1,1753,3835.28,2024-05-26 05:28:00,否
20230,34,2,"1640,1926",5228.68,2024-09-01 15:05:00,否
20231,11,3,"1082,1291,1583",774.52,2024-05-29 20:28:00,否
20232,69,1,1879,367.38,2024-07-28 05:20:00,否
20233,23,3,"1754,1661,1552",5084.81,2024-08-28 02:03:00,否
20234,59,3,"1782,1496,1449",885.72,2024-10-22 00:40:00,否
20235,96,3,"1794,1045,1057",6385.33,2024-05-07 04:11:00,是
20236,54,4,"1810,1813,1810,1325",10660.71,2024-09-03 05:59:00,否
20237,34,3,"1034,1063,1127",1744.82,2024-05-17 02:50:00,否
20238,23,4,"1408,1122,1653,1653",546.91,2024-05-19 22:20:00,否
20239,13,3,"1932,1394,1293",5177.38,2024-05-15 01:29:00,否
20240,63,3,"1428,1863,1044",5795.6,2024-04-06 16:42:00,是
20241,59,1,1495,3733.19,2024-09-18 12:04:00,否
20242,98,3,"1176,1686,1662",2811.78,2024-07-20 23:18:00,否
20243,1,2,"1607,1712",1030.95,2024-10-03 01:44:00,否
20244,4,3,"1632,1025,1751",4134.32,2024-03-08 17:58:00,否
20245,36,1,1603,189.96,2024-07-08 06:46:00,否
20246,55,2,"1105,1450",4443.44,2024-09-06 16:43:00,否
20247,32,1,1790,1050.32,2024-02-18 12:00:00,否
20248,43,1,1804,1124.35,2024-02-12 00:24:00,否
20249,17,2,"1126,1074",6447.23,2024-11-04 22:06:00,否
20250,84,5,"1955,1141,1151,1251,1030",3867.74,2024-01-02 02:48:00,否
20251,41,4,"1509,1516,1410,1799",2698.08,2024-11-14 03:25:00,否
20252,41,3,"1309,1310,1163",6679.96,2024-10-13 02:16:00,否
20253,57,3,"1001,1388,1063",1935.32,2024-01-22 15:12:00,否
20254,62,5,"1270,1991,1593,1016,1397",1090.39,2024-08-05 05:30:00,否
20255,53,1,1930,1698.11,2024-04-03 16:53:00,否
20256,71,2,"1236,1613",521.95,2024-04-03 06:37:00,否
20257,79,2,"1931,1790",1206.15,2024-01-27 22:36:00,否
20258,33,3,"1776,1037,1053",4377.23,2024-10-24 05:01:00,是
20259,24,3,"1777,1331,1322",4061.6,2024-10-05 02:18:00,否
20260,36,4,"1516,1635,1588,1762",4291.5,2024-01-28 02:38:00,否
20261,88,1,1918,603.44,2024-10-19 09:15:00,否
20262,46,1,1891,61.74,2024-05-13 02:54:00,否
20263,65,1,1811,165.38,2024-06-03 16:09:00,否
20264,64,1,1990,161.22,2024-02-16 03:34:00,否
20265,5,1,1057,1177.98,2024-10-22 10:52:00,否
20266,62,1,1471,241.89,2024-03-12 23:28:00,否
20267,98,1,1246,61.49,2024-12-29 09:42:00,否
20268,24,4,"1607,1072,1150,1317",10029.19,2024-09-21 22:01:00,否
20269,93,3,"1842,1851,1958",3091.19,2024-04-22 00:16:00,否
20270,12,2,"1298,1590",947.91,2024-10-22 15:32:00,否
20271,100,2,"1392,1289",1849.27,2024-05-16 15:30:00,否
20272,96,5,"1433,1757,1335,1431,1790",5532.58,2024-07-25 11:20:00,是
20273,54,1,1358,437.05,2024-06-24 07:17:00,否
20274,81,4,"1115,1869,1230,1619",3194.48,2024-02-27 22:15:00,否
20275,40,3,"1083,1060,1460",2608.13,2024-08-11 10:34:00,否
20276,30,1,1418,2305.67,2024-11-03 20:44:00,否
20277,5,1,1190,75.08,2024-12-17 17:37:00,否
20278,73,4,"1017,1348,1879,1602",5079.81,2024-07-19 23:30:00,否
20279,27,1,1157,4.82,2024-08-29 05:31:00,否
20280,97,2,"1411,1588",4707.1,2024-07-06 11:20:00,否
20281,99,3,"1030,1887,1879",3491.91,2024-06-13 02:49:00,否
20282,92,3,"1484,1230,1506",1525.9,2024-11-11 14:07:00,是
20283,55,3,"1018,1618,1966",4577.72,2024-12-10 19:33:00,否
20284,100,2,"1012,1718",1104.37,2024-05-14 22:05:00,是
20285,6,2,"1750,1332",1211.79,2024-04-29 17:52:00,否
20286,30,3,"1457,1134,1709",4880.51,2024-11-22 01:29:00,否
20287,98,3,"1544,1512,1431",3556.38,2024-07-08 22:55:00,否
20288,63,1,1106,996.99,2024-10-21 19:35:00,否
20289,23,1,1759,72.66,2024-02-13 04:39:00,否
20290,14,3,"1734,1223,1314",2468.14,2024-07-16 07:58:00,是
20291,5,4,"1714,1203,1695,1841",6109.28,2024-04-12 02:33:00,否
20292,2,4,"1125,1152,1604,1678",4342.66,2024-06-18 05:02:00,否
20293,95,1,1058,1093.98,2024-02-14 18:25:00,否
20294,55,3,"1257,1350,1293",1883.39,2024-06-23 02:37:00,否
20295,80,2,"1248,1887",3104.26,2024-09-03 15:30:00,否
20296,72,5,"1549,1172,1730,1744,1507",8292.19,2024-11-24 15:07:00,否
20297,85,3,"1565,1995,1805",4899.74,2024-04-22 06:27:00,否
20298,51,3,"1591,1253,1130",4059.57,2024-03-14 21:26:00,否
20299,7,1,1589,230.99,2024-07-11 11:15:00,否
20300,6,1,1391,290.61,2024-10-19 07:59:00,否
20301,21,2,"1945,1121",1471.76,2024-02-08 21:41:00,否
20302,15,3,"1819,1918,1326",2075.27,2024-08-20 14:37:00,否
20303,14,1,1735,2096.57,2024-01-06 10:53:00,否
20304,23,1,1440,161.0,2024-11-07 00:40:00,否
20305,68,1,1588,1955.31,2024-11-05 04:45:00,否
20306,100,1,1819,1333.75,2024-04-14 08:30:00,否
20307,80,2,"1058,1603",1283.94,2024-07-13 21:55:00,否
20308,45,4,"1630,1257,1876,1535",2703.54,2024-01-03 16:40:00,否
20309,46,1,1650,825.26,2024-05-05 23:31:00,否
20310,19,4,"1112,1751,1103,1326",4772.07,2024-10-31 03:34:00,否
20311,63,2,"1546,1041",505.75,2024-05-31 06:59:00,否
20312,81,2,"1490,1648",8757.74,2024-01-24 08:58:00,否
20313,62,1,1677,188.92,2024-04-18 00:26:00,否
20314,60,5,"1797,1388,1564,1984,1588",8892.69,2024-07-22 01:02:00,否
20315,21,1,1600,2829.44,2024-02-05 11:16:00,否
20316,95,1,1400,6.69,2024-09-29 00:36:00,否
20317,23,1,1036,952.02,2024-11-26 13:35:00,否
20318,68,4,"1057,1325,1869,1421",7052.72,2024-05-06 13:31:00,否
20319,19,4,"1283,1028,1514,1825",2246.01,2024-05-18 15:59:00,否
20320,2,1,1184,30.3,2024-03-05 05:40:00,否
20321,20,1,1451,1839.5,2024-12-16 20:09:00,否
20322,64,4,"1381,1190,1378,1226",2249.17,2024-05-28 14:55:00,否
20323,97,4,"1825,1731,1878,1211",3413.44,2024-05-12 04:56:00,否
20324,55,2,"1119,1819",2238.1,2024-02-19 20:42:00,否
20325,99,1,1724,1324.75,2024-10-04 18:28:00,否
20326,44,4,"1645,1274,1688,1670",3260.4,2024-09-03 17:43:00,否
20327,9,2,"1286,1460",1270.89,2024-07-13 01:39:00,否
20328,70,4,"1672,1006,1740,1676",1368.25,2024-02-20 12:19:00,否
20329,14,2,"1632,1216",2949.91,2024-07-13 01:19:00,否
20330,47,2,"1878,1455",2787.65,2024-08-15 16:03:00,否
20331,87,4,"1172,1163,1396,1241",8502.56,2024-09-04 19:31:00,否
20332,82,1,1283,110.11,2024-02-04 01:41:00,否
20333,19,2,"1842,1586",916.01,2024-09-29 19:48:00,否
20334,83,1,1108,2794.25,2024-08-12 16:46:00,是
20335,66,1,1948,2776.68,2024-06-09 02:47:00,否
20336,91,4,"1236,1972,1931,1588",2621.63,2024-11-25 18:28:00,否
20337,9,2,"1813,1211",3949.77,2024-05-01 08:05:00,否
20338,12,3,"1938,1711,1404",1793.38,2024-06-15 12:23:00,否
20339,87,5,"1995,1062,1503,1133,1702",2639.35,2024-04-30 21:07:00,否
20340,47,1,1197,42.75,2024-05-02 16:00:00,否
20341,16,5,"1145,1436,1046,1560,1340",5784.25,2024-01-15 09:19:00,否
20342,48,1,1491,95.51,2024-03-11 11:10:00,否
20343,79,1,1074,1968.11,2024-03-10 06:58:00,否
20344,35,4,"1446,1148,1399,1795",3623.65,2024-06-26 12:35:00,否
20345,15,1,1330,792.57,2024-09-07 10:09:00,否
20346,36,1,1857,743.49,2024-02-03 14:27:00,否
20347,12,2,"1049,1394",3115.36,2024-09-14 11:07:00,否
20348,68,1,1011,79.83,2024-08-03 16:42:00,否
20349,57,3,"1222,1224,1753",4121.18,2024-08-05 13:41:00,否
20350,24,4,"1107,1199,1490,1130",8591.36,2024-05-26 13:09:00,否
20351,87,3,"1762,1302,1010",516.19,2024-07-11 12:40:00,否
20352,48,3,"1522,1355,1106",1240.34,2024-06-03 02:14:00,否
20353,44,2,"1113,1861",369.36,2024-12-24 10:47:00,否
20354,87,2,"1095,1881",1980.28,2024-09-25 17:44:00,否
20355,68,3,"1582,1245,1636",3939.27,2024-04-23 03:08:00,否
20356,23,1,1141,138.45,2024-12-09 06:15:00,否
20357,89,1,1612,275.7,2024-08-17 11:33:00,否
20358,22,2,"1222,1704",1268.06,2024-09-07 23:17:00,否
20359,72,3,"1798,1535,1825",1394.34,2024-02-20 19:50:00,否
20360,11,1,1022,225.32,2024-02-05 14:21:00,否
20361,86,2,"1340,1820",204.85,2024-06-13 20:10:00,否
20362,23,4,"1273,1468,1496,1275",3211.46,2024-01-16 15:19:00,否
20363,35,2,"1429,1789",975.08,2024-04-15 14:37:00,是
20364,86,3,"1011,1155,1955",2176.06,2024-07-17 05:18:00,否
20365,66,3,"1694,1254,1546",1831.82,2024-07-06 03:33:00,否
20366,43,3,"1707,1694,1187",4868.07,2024-07-14 05:37:00,否
20367,86,3,"1374,1460,1259",4150.69,2024-06-01 08:23:00,否
20368,8,1,1660,639.97,2024-04-26 16:57:00,否
20369,45,5,"1891,1975,1717,1445,1239",7890.48,2024-10-06 07:11:00,是
20370,71,3,"1057,1792,1716",1854.04,2024-08-30 02:07:00,否
20371,36,3,"1779,1247,1566",4868.37,2024-03-28 23:44:00,是
20372,7,2,"1418,1577",3522.27,2024-09-15 13:07:00,否
20373,17,3,"1343,1442,1805",3546.63,2024-07-24 00:18:00,否
20374,47,1,1829,114.93,2024-12-10 00:14:00,否
20375,20,1,1155,1148.13,2024-06-22 22:37:00,否
20376,16,3,"1642,1948,1450",4923.3,2024-09-08 15:44:00,否
20377,57,2,"1437,1986",3544.57,2024-10-13 20:51:00,否
20378,82,2,"1256,1555",2782.13,2024-08-04 11:59:00,否
20379,53,3,"1331,1589,1520",2769.86,2024-07-12 23:19:00,否
20380,35,3,"1927,1860,1782",3354.33,2024-04-21 22:12:00,否
20381,45,3,"1912,1313,1955",2219.17,2024-09-26 18:22:00,否
20382,92,1,1007,685.12,2024-09-20 21:27:00,否
20383,41,1,1015,79.82,2024-09-23 04:07:00,否
20384,71,2,"1493,1948",2907.63,2024-05-21 03:56:00,否
20385,27,1,1120,1753.37,2024-10-13 07:31:00,否
20386,35,3,"1390,1433,1485",3862.62,2024-12-01 05:17:00,否
20387,14,4,"1313,1043,1575,1849",2172.5,2024-06-18 17:50:00,否
20388,13,2,"1660,1805",1432.8,2024-05-10 00:06:00,否
20389,71,1,1200,233.31,2024-10-07 07:45:00,否
20390,23,2,"1311,1484",548.81,2024-01-16 07:50:00,否
20391,42,4,"1680,1890,1988,1164",3161.15,2024-04-25 02:53:00,否
20392,65,2,"1280,1913",680.01,2024-11-20 09:26:00,否
20393,52,1,1129,1094.27,2024-12-14 21:38:00,否
20394,56,2,"1031,1348",197.23,2024-02-15 02:39:00,否
20395,94,3,"1383,1351,1034",479.89,2024-03-29 14:22:00,否
20396,84,2,"1273,1879",550.91,2024-10-18 21:53:00,否
20397,52,3,"1603,1199,1876",529.48,2024-09-16 23:15:00,否
20398,39,1,1288,923.65,2024-10-27 19:29:00,否
20399,35,3,"1979,1992,1084",508.71,2024-02-06 08:02:00,否
20400,49,1,1119,904.35,2024-01-21 19:25:00,否
20401,51,3,"1535,1503,1727",4025.7,2024-06-09 22:34:00,否
20402,94,2,"1446,1373",1750.75,2024-12-10 00:57:00,否
20403,69,2,"1066,1125",2458.29,2024-10-21 18:15:00,否
20404,68,5,"1547,1858,1543,1188,1875",3275.99,2024-09-04 08:06:00,是
20405,60,4,"1821,1794,1020,1522",7273.67,2024-06-09 17:12:00,否
20406,3,3,"1141,1187,1044",1013.39,2024-04-12 18:55:00,否
20407,1,3,"1012,1609,1206",1117.34,2024-12-23 04:50:00,否
20408,45,3,"1333,1599,1846",4327.88,2024-06-11 00:53:00,否
20409,48,2,"1058,1775",1158.0,2024-04-11 22:47:00,否
20410,65,3,"1167,1645,1367",3158.55,2024-03-31 20:13:00,否
20411,65,2,"1658,1522",181.12,2024-08-14 00:28:00,否
20412,28,3,"1413,1677,1653",349.5,2024-03-28 08:08:00,是
20413,34,1,1514,1268.5,2024-11-22 07:46:00,否
20414,8,3,"1216,1365,1816",3797.01,2024-09-22 16:05:00,否
20415,51,1,1706,39.56,2024-05-11 18:02:00,否
20416,56,3,"1407,1241,1863",3340.71,2024-05-19 01:12:00,否
20417,1,2,"1676,1320",751.87,2024-04-15 17:24:00,是
20418,73,3,"1744,1987,1733",1772.64,2024-01-05 16:29:00,否
20419,91,1,1817,1074.54,2024-05-08 03:03:00,否
20420,34,3,"1034,1750,1657",2067.28,2024-03-19 04:24:00,否
20421,61,1,1016,139.35,2024-05-31 18:54:00,否
20422,8,3,"1461,1839,1922",770.85,2024-01-21 02:54:00,否
20423,25,1,1313,177.5,2024-03-17 14:53:00,否
20424,18,4,"1203,1323,1963,1565",7893.02,2024-01-09 20:06:00,是
20425,31,4,"1587,1081,1742,1183",5806.03,2024-01-29 05:21:00,否
20426,39,1,1421,3288.77,2024-12-16 01:43:00,否
20427,39,3,"1542,1173,1204",2689.36,2024-12-12 19:18:00,否
20428,65,3,"1505,1682,1355",562.17,2024-09-22 09:09:00,是
20429,47,2,"1668,1670",1254.11,2024-03-16 12:43:00,否
20430,33,1,1329,1365.95,2024-02-28 15:45:00,否
20431,23,2,"1370,1020",3212.92,2024-03-16 16:59:00,否
20432,93,4,"1125,1448,1526,1952",4260.66,2024-03-15 11:24:00,否
20433,16,1,1074,1968.11,2024-10-12 00:55:00,否
20434,10,1,1187,814.01,2024-03-03 05:06:00,否
20435,54,4,"1759,1800,1056,1415",2166.75,2024-09-26 13:56:00,否
20436,48,1,1166,1314.87,2024-02-08 07:11:00,否
20437,100,4,"1623,1093,1949,1635",2363.8,2024-01-16 12:56:00,否
20438,32,1,1994,128.72,2024-07-22 03:40:00,是
20439,37,3,"1097,1307,1621",5879.74,2024-01-04 04:34:00,否
20440,84,2,"1358,1926",4691.6,2024-10-07 14:13:00,否
20441,12,3,"1546,1876,1650",1254.67,2024-12-09 18:25:00,否
20442,9,1,1840,95.63,2024-12-26 04:58:00,否
20443,9,3,"1499,1680,1012",2629.82,2024-02-04 08:12:00,否
20444,31,1,1684,1063.11,2024-02-15 18:51:00,否
20445,100,1,1107,2565.39,2024-12-21 20:07:00,否
20446,56,4,"1271,1477,1479,1359",2027.63,2024-07-12 21:00:00,是
20447,86,1,1536,533.56,2024-10-18 22:35:00,否
20448,100,1,1944,831.2,2024-12-28 07:23:00,否
20449,75,1,1860,150.58,2024-01-09 11:16:00,否
20450,91,2,"1929,1989",425.57,2024-02-06 07:45:00,否
20451,98,1,1312,119.49,2024-03-28 03:13:00,否
20452,83,2,"1143,1356",1248.18,2024-07-29 10:53:00,否
20453,71,1,1870,148.74,2024-10-21 00:40:00,否
20454,61,4,"1810,1711,1953,1013",4542.16,2024-09-12 22:38:00,否
20455,39,1,1776,1062.07,2024-06-09 23:40:00,否
20456,53,3,"1305,1140,1985",2289.45,2024-02-10 00:56:00,否
20457,86,1,1743,4891.37,2024-03-12 17:23:00,是
20458,38,3,"1889,1419,1457",4300.94,2024-02-01 19:55:00,否
20459,86,3,"1602,1626,1533",8907.85,2024-08-20 18:06:00,否
20460,6,4,"1281,1403,1631,1661",11751.77,2024-05-21 09:51:00,否
20461,5,1,1695,2477.25,2024-07-31 03:41:00,否
20462,99,3,"1025,1780,1973",5970.23,2024-01-14 02:39:00,否
20463,21,2,"1576,1119",1053.56,2024-02-27 23:35:00,否
20464,14,1,1793,4411.66,2024-03-22 15:37:00,否
20465,45,5,"1625,1631,1096,1600,1493",7934.13,2024-09-03 20:31:00,否
20466,98,1,1949,1628.05,2024-06-03 16:21:00,否
20467,66,3,"1051,1482,1326",3441.33,2024-02-05 20:05:00,否
20468,2,2,"1729,1286",2556.53,2024-09-16 17:37:00,否
20469,95,2,"1481,1610",146.92,2024-01-03 00:38:00,否
20470,71,3,"1924,1329,1200",5389.54,2024-02-08 00:23:00,否
20471,38,2,"1398,1402",676.13,2024-06-04 21:57:00,否
20472,32,3,"1045,1713,1042",2904.12,2024-02-29 09:09:00,否
20473,20,1,1223,22.22,2024-04-09 12:22:00,否
20474,74,3,"1718,1401,1942",307.68,2024-08-04 15:24:00,否
20475,58,1,1273,183.53,2024-06-05 06:43:00,否
20476,70,3,"1198,1378,1447",586.49,2024-01-19 13:56:00,否
20477,71,3,"1549,1280,1565",5251.47,2024-01-15 15:10:00,否
20478,15,2,"1872,1274",1978.8,2024-03-17 15:57:00,否
20479,21,1,1844,1532.83,2024-09-13 07:15:00,否
20480,69,1,1239,4494.28,2024-10-12 19:38:00,否
20481,56,2,"1382,1906",1897.44,2024-10-05 03:56:00,否
20482,67,1,1007,685.12,2024-01-17 19:51:00,否
20483,32,3,"1138,1146,1401",4697.05,2024-06-23 17:47:00,否
20484,8,1,1517,804.88,2024-12-29 12:44:00,否
20485,23,3,"1083,1690,1193",2908.95,2024-10-17 15:58:00,否
20486,99,3,"1169,1622,1468",6121.96,2024-08-26 01:34:00,否
20487,53,3,"1846,1548,1301",4235.57,2024-09-18 02:49:00,否
20488,8,1,1315,74.18,2024-03-21 08:19:00,否
20489,29,5,"1184,1655,1860,1356,1816",3633.12,2024-07-04 03:19:00,否
20490,64,3,"1625,1698,1136",3820.1,2024-10-11 08:26:00,否
20491,85,3,"1242,1694,1928",1137.43,2024-02-29 00:04:00,否
20492,99,1,1418,2305.67,2024-07-05 22:17:00,否
20493,5,3,"1016,1956,1446",2164.24,2024-07-05 14:13:00,否
20494,44,3,"1417,1571,1701",2357.81,2024-02-17 00:52:00,否
20495,80,4,"1083,1167,1233,1911",3359.22,2024-06-12 08:37:00,否
20496,73,4,"1480,1670,1255,1882",2651.11,2024-12-28 19:32:00,否
20497,55,1,1853,605.35,2024-12-06 01:42:00,否
20498,63,3,"1434,1385,1683",6465.31,2024-06-05 16:25:00,否
20499,91,5,"1208,1490,1710,1798,1086",8793.6,2024-04-06 05:18:00,否
20500,24,1,1052,70.34,2024-04-13 18:32:00,否
20501,97,3,"1043,1185,1385",2445.03,2024-11-14 16:56:00,否
20502,41,1,1584,206.68,2024-01-29 04:34:00,否
20503,44,3,"1510,1494,1394",5955.42,2024-10-24 08:44:00,否
20504,57,5,"1004,1832,1339,1421,1563",7394.02,2024-07-07 13:43:00,否
20505,46,1,1380,111.34,2024-07-22 01:06:00,否
20506,99,1,1589,230.99,2024-10-02 09:15:00,否
20507,53,3,"1098,1694,1116",1976.97,2024-08-15 17:56:00,否
20508,98,2,"1504,1891",528.17,2024-10-10 21:39:00,否
20509,31,2,"1884,1915",1749.18,2024-10-07 13:06:00,否
20510,51,4,"1289,1452,1545,1511",5436.15,2024-04-12 19:47:00,否
20511,93,3,"1915,1803,1635",4507.9,2024-05-15 23:36:00,是
20512,41,2,"1350,1779",453.91,2024-10-23 00:13:00,否
20513,74,3,"1791,1267,1987",3961.43,2024-12-06 06:07:00,否
20514,29,4,"1646,1716,1173,1406",2564.31,2024-05-28 13:31:00,否
20515,57,3,"1860,1743,1914",5987.6,2024-04-24 20:40:00,否
20516,77,4,"1062,1472,1316,1755",2471.45,2024-12-31 23:43:00,否
20517,83,1,1634,586.49,2024-07-30 04:41:00,否
20518,82,3,"1838,1536,1851",1849.63,2024-09-01 22:21:00,否
20519,57,1,1294,626.97,2024-09-05 15:37:00,否
20520,47,1,1574,132.69,2024-11-01 12:45:00,否
20521,52,3,"1657,1735,1962",3719.62,2024-04-01 21:09:00,否
20522,14,2,"1453,1315",1200.75,2024-01-24 20:30:00,否
20523,92,2,"1887,1601",6826.03,2024-12-08 06:33:00,否
20524,19,4,"1485,1708,1563,1609",2083.15,2024-03-22 15:38:00,否
20525,18,2,"1996,1403",2821.78,2024-07-24 20:29:00,否
20526,67,1,1034,159.28,2024-07-07 23:50:00,否
20527,43,2,"1911,1785",3370.57,2024-03-20 11:48:00,否
20528,99,4,"1772,1230,1296,1619",3908.76,2024-04-17 00:15:00,否
20529,67,2,"1347,1910",1328.14,2024-04-11 07:43:00,否
20530,64,1,1327,33.46,2024-08-19 09:49:00,否
20531,26,1,1756,469.96,2024-01-08 02:17:00,否
20532,36,2,"1223,1837",2794.21,2024-04-05 07:23:00,否
20533,94,3,"1324,1475,1332",4000.39,2024-08-20 00:13:00,否
20534,3,2,"1835,1398",1741.92,2024-05-25 09:12:00,否
20535,52,1,1481,109.63,2024-01-27 06:34:00,否
20536,30,2,"1278,1799",1643.01,2024-05-03 12:59:00,否
20537,75,5,"1448,1624,1465,1787,1718",3319.62,2024-10-18 22:36:00,否
20538,17,3,"1371,1055,1667",483.54,2024-04-19 02:15:00,否
20539,72,1,1537,846.84,2024-05-13 15:11:00,否
20540,88,1,1696,5.98,2024-04-03 06:47:00,否
20541,98,3,"1219,1251,1339",4267.47,2024-12-20 10:29:00,否
20542,57,1,1727,1910.86,2024-11-06 21:29:00,否
20543,72,3,"1190,1626,1357",4259.44,2024-12-22 13:40:00,否
20544,73,2,"1346,1460",993.6,2024-06-28 18:49:00,否
20545,7,4,"1164,1369,1596,1519",1117.32,2024-12-29 16:56:00,否
20546,26,4,"1806,1114,1862,1540",1719.44,2024-08-10 14:13:00,否
20547,2,4,"1495,1592,1816,1478",7341.76,2024-05-26 16:48:00,否
20548,28,2,"1130,1747",2031.03,2024-08-03 21:02:00,否
20549,37,2,"1041,1207",907.3,2024-02-22 03:56:00,否
20550,77,1,1408,290.47,2024-10-06 08:50:00,否
20551,92,2,"1763,1084",389.84,2024-07-20 18:41:00,是
20552,86,3,"1854,1294,1112",5347.68,2024-03-04 00:02:00,否
20553,97,3,"1053,1796,1730",8936.74,2024-01-26 05:09:00,否
20554,50,3,"1440,1324,1174",2203.38,2024-11-02 12:34:00,否
20555,56,2,"1503,1857",2277.92,2024-02-06 17:02:00,否
20556,16,2,"1841,1650",3754.53,2024-07-19 00:40:00,否
20557,84,1,1363,823.28,2024-07-10 00:25:00,否
20558,82,2,"1387,1031",223.79,2024-11-15 18:05:00,否
20559,7,1,1125,2304.0,2024-05-31 17:18:00,否
20560,17,2,"1292,1104",1219.98,2024-08-28 08:19:00,否
20561,10,2,"1141,1503",1672.88,2024-06-27 18:15:00,否
20562,60,3,"1134,1005,1736",2429.75,2024-04-13 06:47:00,否
20563,45,1,1588,1955.31,2024-01-11 13:16:00,否
20564,31,1,1772,578.41,2024-06-22 18:03:00,否
20565,67,1,1955,948.1,2024-01-15 14:58:00,否
20566,18,3,"1380,1614,1243",2808.94,2024-12-07 02:22:00,是
20567,12,3,"1724,1335,1087",2953.82,2024-04-29 08:34:00,否
20568,40,2,"1559,1265",2123.57,2024-09-17 12:25:00,否
20569,46,2,"1198,1043",1068.17,2024-03-23 04:00:00,否
20570,20,1,1732,209.66,2024-04-01 18:28:00,否
20571,55,1,1213,167.72,2024-06-10 19:14:00,否
20572,39,2,"1551,1967",799.49,2024-11-07 06:11:00,否
20573,65,3,"1824,1768,1850",3369.48,2024-06-09 11:46:00,否
20574,90,3,"1262,1431,1161",3638.13,2024-02-25 12:34:00,否
20575,24,1,1496,115.43,2024-04-11 02:09:00,否
20576,75,3,"1052,1729,1202",2150.88,2024-11-23 20:52:00,否
20577,73,4,"1991,1813,1922,1522",3301.16,2024-01-18 17:27:00,否
20578,3,3,"1318,1908,1586",4383.34,2024-06-15 17:07:00,否
20579,47,4,"1711,1527,1603,1510",6444.19,2024-08-17 23:19:00,否
20580,41,2,"1881,1259",2955.08,2024-07-17 18:11:00,否
20581,3,3,"1911,1988,1431",3903.19,2024-06-11 11:56:00,否
20582,71,2,"1572,1495",3996.51,2024-11-08 13:55:00,否
20583,20,3,"1781,1759,1812",686.32,2024-02-22 21:43:00,否
20584,95,2,"1595,1286",2776.2,2024-03-07 11:11:00,否
20585,84,1,1788,106.96,2024-11-07 14:10:00,否
20586,88,4,"1576,1796,1278,1137",6132.64,2024-09-26 13:32:00,否
20587,100,1,1449,117.48,2024-04-08 20:23:00,否
20588,45,2,"1310,1046",1770.66,2024-07-11 04:38:00,否
20589,68,4,"1856,1435,1010,1146",3196.27,2024-01-06 10:49:00,否
20590,50,1,1884,1354.72,2024-09-14 04:01:00,否
20591,76,2,"1499,1743",6312.86,2024-12-30 08:35:00,是
20592,14,3,"1071,1782,1570",5443.14,2024-08-01 13:55:00,否
20593,28,2,"1737,1702",933.78,2024-08-25 23:28:00,否
20594,20,1,1950,1051.57,2024-01-06 02:13:00,否
20595,21,1,1937,105.2,2024-08-08 20:08:00,否
20596,97,1,1670,86.25,2024-09-14 00:10:00,否
20597,4,4,"1372,1675,1299,1218",1362.59,2024-08-26 13:44:00,否
20598,82,3,"1615,1517,1356",1903.51,2024-10-14 14:08:00,否
20599,62,1,1492,168.18,2024-10-17 15:20:00,否
20600,89,3,"1083,1296,1145",5003.12,2024-03-30 20:12:00,否
20601,54,2,"1671,1053",5479.56,2024-10-22 10:15:00,否
20602,58,2,"1357,1727",3127.51,2024-06-17 21:57:00,否
20603,19,2,"1923,1502",2781.71,2024-08-13 04:24:00,否
20604,31,1,1788,106.96,2024-04-29 01:12:00,否
20605,85,4,"1721,1418,1754,1009",4896.82,2024-01-07 09:02:00,否
20606,83,1,1907,11.23,2024-02-15 13:49:00,否
20607,12,4,"1968,1597,1017,1052",965.18,2024-02-13 20:02:00,否
20608,81,4,"1075,1573,1682,1929",3356.72,2024-05-14 07:52:00,否
20609,27,4,"1411,1457,1223,1426",4017.08,2024-08-20 13:18:00,否
20610,32,1,1786,262.64,2024-06-10 14:30:00,否
